,xst,yst,xin,yin,exitcell,exitface,dtau,tsum,line
21,1750.0,1029.1666666666665,1750.0,1029.1666666666665,70.0,3.0,11.130899376669635,11.130899376669635,3
22,1928.096955086545,1000.0,1750.0,1029.1666666666665,71.0,2.0,61.02204248130796,72.1529418579776,3
23,1763.7452509203863,750.0,1928.096955086545,1000.0,55.0,2.0,307.9263971939887,380.07933905196626,3
24,1750.0,743.8748679377868,1763.7452509203863,750.0,39.0,1.0,6.4990454369607775,386.57838448892704,3
25,1500.0,521.4703920359664,1750.0,743.8748679377868,38.0,1.0,100.11455920242491,486.69294369135196,3
26,1483.0522738560048,500.0,1500.0,521.4703920359664,37.0,2.0,5.895975341675949,492.5889190330279,3
27,,,,,,,22.26179875333927,514.8507177863671,3
28,1750.0,1037.5,1750.0,1037.5,70.0,3.0,11.130899376669635,11.130899376669635,4
29,1978.9817993969882,1000.0,1750.0,1037.5,71.0,2.0,93.7812293043499,104.91212868101954,4
30,1801.1471392366884,750.0,1978.9817993969882,1000.0,55.0,2.0,307.9263971939887,412.83852587500826,4
31,1750.0,727.2079109909538,1801.1471392366884,750.0,39.0,1.0,24.238373169709547,437.07689904471783,4
32,1500.0,509.39095545623934,1750.0,727.2079109909538,38.0,1.0,100.11455920242491,537.1914582471427,4
33,1492.5872177351866,500.0,1500.0,509.39095545623934,37.0,2.0,2.5557046631733527,539.7471629103161,4
34,,,,,,,22.26179875333927,562.0089616636553,4
